datetime,ghi,SZA,TOA,cams,lsasaf
2017-01-19 21:45:00,252.452,74.1781799192489,382.668343966002,244.974,244.3
2017-01-19 22:00:00,189.3793333333333,77.47331621064879,304.4180631959605,184.0168,184.3
2017-01-20 10:45:00,68.23866666666666,76.74376602164457,321.780340162626,151.5324,141.90001
2017-01-20 11:00:00,250.0373333333333,73.44012090106428,399.9582469563863,202.5276,198.0
2017-01-20 11:15:00,311.18,70.11690546485477,477.2575822204621,273.3468,257.0
2017-01-20 11:30:00,372.3366666666667,66.77611803699362,553.3473383340431,376.3248,317.7
2017-01-20 11:45:00,434.4906666666666,63.41956568404849,627.9016872799393,423.3676,379.0
2017-01-20 12:00:00,496.19,60.048893690662226,700.6013758901719,437.8352,495.80002
2017-01-20 12:15:00,556.4593333333333,56.66561247748308,771.1350929370532,515.04,556.7
2017-01-20 12:30:00,614.8433333333334,53.27112301800397,839.2008022156544,622.002,616.0
2017-01-20 12:45:00,672.9966666666667,49.86674200267245,904.5070359092081,681.78,673.3
2017-01-20 13:00:00,728.304,46.45372838645234,966.7741426990418,736.9488,728.4
2017-01-20 13:15:00,779.6606666666667,43.03331368509724,1025.735485274462,789.4896,780.8
2017-01-20 13:30:00,827.7086666666667,39.60673974055874,1081.1385821146505,839.1212,830.4
2017-01-20 13:45:00,875.2153333333333,36.17531023990037,1132.7461886532997,885.5816,876.8
2017-01-20 14:00:00,917.5706666666666,32.740467298039235,1180.3373131962667,928.6292,920.0
2017-01-20 14:15:00,957.2926666666666,29.30391476055949,1223.7081632419367,968.0452,959.4
2017-01-20 14:30:00,993.6646666666668,25.867832534463965,1262.6730181519997,1003.6344,995.0
2017-01-20 14:45:00,1023.8646666666666,22.435279765077347,1297.0650244357378,1035.2236,1026.5
2017-01-20 15:00:00,1050.344,19.011023558038406,1326.7369102422867,1062.436,1055.0
2017-01-20 15:15:00,1075.1546666666666,15.60343580052003,1351.5616160013126,1085.1356,1078.2001
2017-01-20 15:30:00,1096.4019999999998,12.22948373804349,1371.4328385115966,1103.4328,1097.2001
2017-01-20 15:45:00,1110.256,8.93062765280945,1386.2654861476647,1117.2348,1111.7001
2017-01-20 16:00:00,1121.096,5.839283136395143,1395.9960432351893,1126.4664,1121.6
2017-01-20 16:15:00,1126.0626666666665,3.551222764532389,1400.5828420348594,1131.076,1126.8
2017-01-20 16:30:00,1124.938,3.912911871068531,1400.0062411700364,1131.0352,1127.4
2017-01-20 16:45:00,1117.5946666666666,6.495744550823317,1394.2687097341457,1126.3448,1123.5
2017-01-20 17:00:00,1106.892,9.65642169995641,1383.3948167176368,1117.0312,1115.0
2017-01-20 17:15:00,1096.5206666666668,12.97826502244255,1367.431125799797,1103.1464,1101.9
2017-01-20 17:30:00,1077.7386666666666,16.36201235860427,1346.445995955927,1084.7644,1084.1
2017-01-20 17:45:00,1057.5806666666665,19.774360129450322,1320.5292887337139,1061.978,1062.2001
